0.00000000 0.00001582
0.00350000 0.00001484
0.00700000 0.00001961
0.01050000 0.00002904
0.01400000 0.00004204
0.01750000 0.00005750
0.02100000 0.00007446
0.02450000 0.00009960
0.02800000 0.00012673
0.03150000 0.00014604
0.03500000 0.00016325
0.03850000 0.00018527
0.04200000 0.00021448
0.04550000 0.00024659
0.04900000 0.00027915
0.05250000 0.00030166
0.05600000 0.00031950
0.05950000 0.00033541
0.06300000 0.00035144
0.06650000 0.00036699
0.07000000 0.00038184
0.07350000 0.00039619
0.07700000 0.00041001
0.08050000 0.00042323
0.08400000 0.00043665
0.08750000 0.00044706
0.09100000 0.00045427
0.09450000 0.00045985
0.09800000 0.00046365
0.10150000 0.00046603
0.10500000 0.00046952
0.10850000 0.00047573
0.11200000 0.00048206
0.11550000 0.00048543
0.11900000 0.00048662
0.12250000 0.00048730
0.12600000 0.00048705
0.12950000 0.00048562
0.13300000 0.00048398
0.13650000 0.00048319
0.14000000 0.00048318
0.14350000 0.00048318
0.14700000 0.00048318
0.15050000 0.00048221
0.15400000 0.00047827
0.15750000 0.00047320
0.16100000 0.00046775
0.16450000 0.00046068
0.16800000 0.00045077
0.17150000 0.00043806
0.17500000 0.00042698
0.17850000 0.00041653
0.18200000 0.00040657
0.18550000 0.00039680
0.18900000 0.00038660
0.19250000 0.00037572
0.19600000 0.00036414
0.19950000 0.00035075
0.20300000 0.00033411
0.20650000 0.00031845
0.21000000 0.00030513
0.21350000 0.00029287
0.21700000 0.00028163
0.22050000 0.00027149
0.22400000 0.00026233
0.22750000 0.00025361
0.23100000 0.00024477
0.23450000 0.00023522
0.23800000 0.00022474
0.24150000 0.00021434
0.24500000 0.00020520
0.24850000 0.00019781
0.25200000 0.00019133
0.25550000 0.00018481
0.25900000 0.00017731
0.26250000 0.00016783
0.26600000 0.00015680
0.26950000 0.00014560
0.27300000 0.00013561
0.27650000 0.00012746
0.28000000 0.00012018
0.28350000 0.00011264
0.28700000 0.00010373
0.29050000 0.00009184
0.29400000 0.00007778
0.29750000 0.00006454
0.30100000 0.00005226
0.30450000 0.00004047
0.30800000 0.00002964
0.31150000 0.00001904
0.31500000 0.00000853
0.31850000 0.00000091
0.32200000 -0.00000199
0.32550000 -0.00000352
0.32900000 -0.00000461
0.33250000 -0.00000565
0.33600000 -0.00000688
0.33950000 -0.00000814
0.34300000 -0.00000930
0.34650000 -0.00001027
0.35000000 -0.00001117
0.35350000 -0.00001205
0.35700000 -0.00001279
0.36050000 -0.00001325
0.36400000 -0.00001321
0.36750000 -0.00001182
0.37100000 -0.00000950
0.37450000 -0.00000704
0.37800000 -0.00000449
0.38150000 -0.00000157
0.38500000 0.00000166
0.38850000 0.00000511
0.39200000 0.00000870
0.39550000 0.00001234
0.39900000 0.00001628
0.40250000 0.00002073
0.40600000 0.00002542
0.40950000 0.00003008
0.41300000 0.00003446
0.41650000 0.00003829
0.42000000 0.00004133
0.42350000 0.00004388
0.42700000 0.00004596
0.43050000 0.00004745
0.43400000 0.00004851
0.43750000 0.00004941
0.44100000 0.00005044
0.44450000 0.00005193
0.44800000 0.00005414
0.45150000 0.00005665
0.45500000 0.00005898
0.45850000 0.00006067
0.46200000 0.00006125
0.46550000 0.00006105
0.46900000 0.00006060
0.47250000 0.00005991
0.47600000 0.00005791
0.47950000 0.00005477
0.48300000 0.00005118
0.48650000 0.00004779
0.49000000 0.00004530
0.49350000 0.00004418
0.49700000 0.00004361
0.50050000 0.00004310
0.50400000 0.00004232
0.50750000 0.00004055
0.51100000 0.00003807
0.51450000 0.00003555
0.51800000 0.00003369
0.52150000 0.00003318
0.52500000 0.00003444
0.52850000 0.00003671
0.53200000 0.00003900
0.53550000 0.00004032
0.53900000 0.00003989
0.54250000 0.00003821
0.54600000 0.00003616
0.54950000 0.00003436
0.55300000 0.00003309
0.55650000 0.00003426
0.56000000 0.00003665
0.56350000 0.00003908
0.56700000 0.00004032
0.57050000 0.00004011
0.57400000 0.00003950
0.57750000 0.00003849
0.58100000 0.00003661
0.58450000 0.00003480
0.58800000 0.00003408
0.59150000 0.00003407
0.59500000 0.00003407
0.59850000 0.00003406
0.60200000 0.00003406
0.60550000 0.00003382
0.60900000 0.00003317
0.61250000 0.00003231
0.61600000 0.00003137
0.61950000 0.00003015
0.62300000 0.00002864
0.62650000 0.00002690
0.63000000 0.00002495
0.63350000 0.00002284
0.63700000 0.00002060
0.64050000 0.00001770
0.64400000 0.00001382
0.64750000 0.00000947
0.65100000 0.00000516
0.65450000 0.00000138
0.65800000 -0.00000136
0.66150000 -0.00000264
0.66500000 -0.00000343
0.66850000 -0.00000405
0.67200000 -0.00000440
0.67550000 -0.00000441
0.67900000 -0.00000395
0.68250000 -0.00000311
0.68600000 -0.00000199
0.68950000 -0.00000069
0.69300000 0.00000100
0.69650000 0.00000360
0.70000000 0.00000661
