0	1.106122469
0.005507726	1.011606691
0.024017853	0.794344707
0.037890151	0.671576693
0.05058724	0.633881602
0.06555236	0.747468457
0.075896611	0.889372972
0.085094731	1.002905307
0.096597228	1.125913209
0.112737556	1.154427141
0.128899691	1.097857245
0.142752603	1.0507193
0.154298716	1.003559547
0.169305028	0.956432506
0.183157941	0.90929456
0.199315229	0.871632182
0.213160873	0.852855512
0.22700167	0.85298636
0.244302666	0.85314992
0.262752215	0.872231901
0.277741566	0.89128117
0.292728493	0.919784198
0.306578982	0.882100011
0.318125095	0.834940258
0.329678478	0.759419229
0.341219744	0.731166993
0.353897449	0.769101972
0.364256239	0.854283935
0.369999007	0.948876041
0.375749043	1.015106871
0.383793764	1.128628302
0.394142862	1.2516253
0.401034183	1.365135827
0.411388126	1.469225308
0.420583824	1.592211402
0.432081475	1.734126821
0.443588818	1.838227205
0.458558783	1.932906543
0.474682149	2.027596785
0.493124429	2.075040042
0.510425425	2.075203602
0.533503112	2.037606647
0.556583223	1.990555934
0.576203134	1.943472509
0.596978868	1.886946229
0.616601202	1.830409045
0.641992958	1.764472623
0.667382291	1.707989959
0.685851226	1.651441871
0.702008515	1.613779492
0.720477449	1.557231404
0.745869205	1.491294982
0.770105139	1.434801414
0.795492049	1.387772509
0.818569736	1.350175554
0.8427984	1.322043262
0.863569288	1.2844245
0.890107174	1.246860257
0.916642638	1.218749773
0.940868878	1.200071239
0.960483943	1.171895331
0.978945608	1.143708519
0.993947074	1.115488995
1.003176696	1.106122469
