0.000000000 -5.119866E-06
0.006010713	-1.205200E-06
0.012021426	-1.894744E-06
0.018032139	-1.549352E-06
0.024042852	-1.403528E-06
0.030053565	-2.173075E-06
0.036064278	-3.233681E-06
0.042074991	-5.013794E-06
0.048085704	-9.240714E-06
0.054096417	-1.465016E-05
0.06010713	-1.393359E-05
0.066117843	-1.201044E-05
0.072128556	-6.489637E-06
0.078139269	4.593675E-06
0.084149982	2.282209E-05
0.090160695	4.853803E-05
0.096171408	7.898994E-05
0.102182121	1.159337E-04
0.108192834	1.502831E-04
0.114203547	1.854118E-04
0.12021426	2.167128E-04
0.126224973	2.446580E-04
0.132235686	2.755332E-04
0.138246399	2.969066E-04
0.144257112	3.149106E-04
0.150267825	3.304612E-04
0.156278538	3.416332E-04
0.162289251	3.501033E-04
0.168299964	3.542485E-04
0.174310677	3.572095E-04
0.18032139	3.548008E-04
0.186332103	3.522888E-04
0.192342816	3.494823E-04
0.198353529	3.474524E-04
0.204364242	3.462353E-04
0.210374955	3.421703E-04
0.216385668	3.369723E-04
0.222396381	3.271389E-04
0.228407094	3.167020E-04
0.234417807	3.050201E-04
0.24042852	2.939736E-04
0.246439233	2.863751E-04
0.252449946	2.780829E-04
0.258460659	2.690156E-04
0.264471372	2.582227E-04
0.270482085	2.483151E-04
0.276492798	2.388682E-04
0.282503511	2.312411E-04
0.288514224	2.264424E-04
0.294524937	2.216436E-04
0.30053565	2.168449E-04
0.306546363	2.100208E-04
0.312557076	2.014723E-04
0.318567789	1.906588E-04
0.324578502	1.798256E-04
0.330589215	1.682865E-04
0.336599928	1.585095E-04
0.342610641	1.501087E-04
0.348621354	1.442648E-04
0.354632067	1.389980E-04
0.36064278	1.315598E-04
0.366653493	1.214910E-04
0.372664206	1.093205E-04
0.378674919	9.503897E-05
0.384685632	7.461491E-05
0.390696345	5.662167E-05
0.396707058	3.560706E-05
0.402717771	2.094329E-05
0.408728484	1.077350E-05
0.414739197	2.986447E-06
0.42074991	-5.530730E-07
0.426760623	-3.865634E-06
0.432771336	-4.593232E-06
0.438782049	-5.292460E-06
0.444792762	-5.668568E-06
0.450803475	-5.931197E-06
0.456814188	-4.901345E-06
0.462824901	-3.956602E-06
0.468835614	-3.981220E-06
0.474846327	-3.920728E-06
0.48085704	-2.890876E-06
0.486867753	-2.031242E-06
0.492878466	-3.110330E-06
0.498889179	-4.104310E-06
0.504899892	-4.128928E-06
0.510910605	-4.068436E-06
0.516921318	-3.038584E-06
0.522932031	-2.150580E-06
0.528942744	-2.878178E-06
0.534953457	-3.577407E-06
0.54096417	-3.953515E-06
0.546974883	-4.244514E-06
0.552985596	-3.566152E-06
0.558996309	-2.972898E-06
0.565007022	-3.349006E-06
0.571017735	-3.725115E-06
0.577028448	-4.101223E-06
0.583039161	-4.392222E-06
0.589049874	-3.713860E-06
0.595060587	-3.092237E-06
0.6010713	-3.116855E-06
0.607082013	-3.198212E-06
0.613092726	-3.925810E-06
0.619103439	-4.568300E-06
0.625114152	-4.241428E-06
0.631124865	-3.914556E-06
0.637135578	-3.587683E-06
0.643146291	-3.345919E-06
0.649157004	-4.073518E-06
0.655167717	-4.744377E-06
0.66117843	-4.768995E-06
0.667189143	-4.708505E-06
0.673199856	-3.678653E-06
0.679210569	-2.819016E-06
0.685221282	-3.898105E-06
0.691231995	-4.892085E-06
0.697242708	-4.916703E-06
0.703253421	-4.856213E-06
0.709264134	-3.826361E-06
0.715274847	-2.938355E-06
0.72128556	-3.665953E-06
0.727296273	-4.365182E-06
0.733306986	-4.741290E-06
0.739317699	-5.088367E-06
0.745328412	-5.104779E-06
0.751339125	-5.119866E-06
